UE ID,Internet usage,Data rate,optimal GU
805538,127.01092934881346,38.55688926660409,69.9796137353635
985516,123.59766007164265,37.52071823603438,68.09899395865742
473366,103.56565032691141,31.439572420669535,57.061894147904596
243828,118.06560523642557,35.84134444677205,65.05098019703733
28867,126.11961796358004,38.2863125960868,69.48852508042367
1203786,121.6968442838664,36.94368487188802,67.05169546794762
697165,112.24139831488405,34.07328163130409,61.841998475748056
